RA (degrees),Dec (degrees),Proper Motion (milliarcseconds/year),Redshift
142.0509318114404,75.72385895311794,0.0055179123135658,0.0012273231797728
140.1974075268222,75.43186931939336,-0.0063261080098306,0.0004376209864909
140.9406820932572,75.55722618065822,-0.0090847724141103,0.0009029729605121
140.38902588434988,75.47524154667003,-0.0022823465547418,0.000388833200335
140.89001780873704,75.55372736150774,-0.0078754654999424,0.000959798351394
140.94254613744104,75.55760413438155,0.0077491528421395,0.0009812884077813
139.4843888355771,75.3508957575085,0.0020714056358283,0.0003281865083721
140.7510300866762,75.53256666713291,-0.0052443072443589,0.0007817647948984
140.5803319666607,75.5093427276104,-0.0044464906169357,0.0004917272269959
140.42418905806545,75.47312078841586,-0.0061225506746536,0.0004807381433054
140.62645610765372,75.51493909130366,-0.0095547552964923,0.0007608623327732
140.6720834152303,75.51976348091527,0.0030652436066605,0.0005658504255716
140.65638509554884,75.51814131912893,0.0046459999061174,0.0005824735696724
140.1786850245348,75.46253404563372,-0.0061287714614321,0.000454699966079
141.51774695035053,75.65309099994695,0.0079316008534075,0.0010968025933126
140.77171280656856,75.53534779052626,-0.0028369572984358,0.000854141606104
140.06647068739133,75.43441825264736,-0.0053946705844777,0.0004240466588041
140.74011813102612,75.53147325863684,-0.0087854915117205,0.0008073155121126
140.23791324702148,75.48306514682866,-0.0087479162523206,0.0006473606847359
140.77195959842766,75.5355794369184,-0.0042310464503531,0.0008510658697464
141.97055798446144,75.69279734687447,0.0022253784253579,0.0013137760836072
140.54655732367576,75.49979573658455,0.0001039262885785,0.0004073871250205
142.278392704121,75.75105828365619,-0.0026648460687873,0.0013109992541502
140.34119804422065,75.47581641104281,0.0065148661654674,0.0005044638341875
140.77660495576265,75.53623039965076,-0.0014136495340253,0.0009134722775245
141.6181938018485,75.66343705542945,0.0076586803012525,0.0011034885589966
140.78996406213668,75.53836790336952,0.0024578167388331,0.0009435697755906
140.74938952595207,75.53233997483748,0.0009046438032125,0.0007082169745058
140.72822742908875,75.5294666779797,0.0035377629785103,0.0006887952429615
140.8896694739668,75.55195902443917,-0.0083392599920982,0.000937540137242
